Date,Open,High,Low,Close,Volume,Market_cap
2017-11-24,43.34,50.24,40.05,48.18,7656400,269568000
2017-11-23,40.39,45.37,38.67,42.97,5145980,250978000
2017-11-22,34.11,40.74,33.49,40.42,2837990,211720000
2017-11-21,33.67,35.06,32.06,34.14,1105250,208798000
2017-11-20,35.04,35.30,33.37,34.04,1003650,217053000
2017-11-19,35.54,36.20,33.60,35.06,1314670,219909000
2017-11-18,32.05,35.59,31.45,34.82,889428,198149000
2017-11-17,32.56,34.85,31.98,32.04,774417,201045000
2017-11-16,34.37,34.57,32.33,32.64,930075,211980000
2017-11-15,34.24,35.73,33.05,34.35,1392810,210956000
2017-11-14,31.89,34.32,31.51,34.32,598313,196289000
2017-11-13,29.52,33.66,29.26,31.79,1190620,181499000
2017-11-12,30.48,31.43,26.59,29.42,1481680,187209000
2017-11-11,30.17,31.38,28.49,30.71,1123000,185105000
2017-11-10,33.21,34.49,29.52,30.27,1915030,203552000
2017-11-09,31.54,33.67,29.76,33.06,1319970,193102000
2017-11-08,29.26,32.46,28.22,31.58,1376420,178933000
2017-11-07,28.77,29.81,27.71,29.33,719772,175780000
2017-11-06,28.70,30.13,27.42,28.80,765875,175152000
2017-11-05,29.17,30.57,27.34,29.04,663890,177812000
2017-11-04,27.65,31.12,27.28,28.93,1261680,168366000
2017-11-03,24.77,28.22,24.40,27.61,868381,150680000
2017-11-02,26.97,27.21,24.04,24.81,1047120,163871000
2017-11-01,28.53,28.53,26.35,26.89,674856,173173000
2017-10-31,30.16,30.22,27.06,28.40,827355,182804000
2017-10-30,29.23,30.46,28.13,30.25,725660,177022000
2017-10-29,30.60,33.72,29.31,29.35,1562360,185115000
2017-10-28,29.70,32.16,29.41,30.96,874341,179462000
2017-10-27,30.17,32.18,29.04,29.72,731325,182148000
2017-10-26,34.68,35.19,28.97,30.22,1918150,209077000
2017-10-25,27.50,36.86,26.80,35.00,2207130,165660000
2017-10-24,23.48,28.54,22.84,27.59,1110740,141305000
2017-10-23,26.26,26.33,23.18,23.48,599996,157850000
2017-10-22,24.84,26.28,23.60,26.10,399806,149159000
2017-10-21,24.67,26.95,23.04,24.79,813369,147917000
2017-10-20,27.37,29.11,24.73,24.82,717252,163937000
2017-10-19,27.41,27.62,26.55,26.97,296157,164046000
2017-10-18,28.74,28.81,25.52,27.40,515494,171811000
2017-10-17,27.23,29.58,26.31,28.85,582969,162532000
2017-10-16,27.73,28.23,26.30,27.23,509012,165330000
2017-10-15,28.27,29.19,26.10,27.75,430738,168369000
2017-10-14,27.60,29.45,27.26,28.15,530962,164193000
2017-10-13,28.74,29.10,25.99,27.59,820954,170806000
2017-10-12,27.71,28.91,27.00,28.86,814095,164484000
2017-10-11,27.83,28.90,27.03,27.84,530678,164998000
2017-10-10,26.46,29.49,25.16,27.84,855310,156740000
2017-10-09,27.40,28.99,24.69,26.59,1145220,162116000
2017-10-08,29.81,30.09,26.80,27.22,890223,176166000
2017-10-07,30.68,31.41,29.09,29.88,450194,181077000
2017-10-06,30.34,30.73,29.37,30.51,579396,178854000
2017-10-05,30.84,32.26,29.50,30.34,535107,181640000
2017-10-04,31.58,33.53,30.33,30.78,583156,185787000
2017-10-03,34.11,34.11,30.36,31.66,756207,200443000
2017-10-02,33.10,36.41,32.20,34.21,1346750,194309000
2017-10-01,34.49,34.69,32.45,33.10,769357,202154000
2017-09-30,34.20,35.48,33.35,34.58,577705,200263000
2017-09-29,34.65,34.88,32.87,34.14,636638,202656000
2017-09-28,36.20,36.38,33.54,34.66,1082720,211480000
2017-09-27,33.74,37.38,33.37,36.10,1591530,196921000
2017-09-26,34.96,35.27,33.46,33.46,955503,203777000
2017-09-25,33.76,35.72,33.22,34.96,1251560,196539000
2017-09-24,37.23,37.69,33.36,33.72,1230700,216445000
2017-09-23,30.79,38.15,30.79,37.54,1658140,178795000
2017-09-22,31.93,35.60,31.13,31.13,1478070,185250000
2017-09-21,36.00,38.34,31.60,31.98,3104750,208604000
