DATE,OPEN,HIGH,LOW,CLOSE,VOL,P,R,RINFO
20160909,0.181483,0.558951,0.181357,0.558478,1349,0,0,0
20160910,0.558536,0.559143,0.370960,0.391001,811,0,0,0
20160911,0.390948,0.398459,0.372790,0.376150,879,0,0,0
20160912,0.376312,0.376671,0.360443,0.374598,1116,0,0,0
20160913,0.374469,0.375092,0.301766,0.309509,3337,0,0,0
20160914,0.309516,0.337779,0.306223,0.325127,4129,0,0,0
20160915,0.325188,0.365124,0.325024,0.349832,1982,0,0,0
20160916,0.349726,0.389464,0.348948,0.388858,15105,0,0,0
20160917,0.388924,0.427314,0.388896,0.426568,21060,0,0,0
20160918,0.426591,0.427137,0.384916,0.384916,105159,0,0,0
20160919,0.384877,0.384881,0.331207,0.331296,1448,0,0,0
20160920,0.331291,0.336507,0.309502,0.312621,1171,0,0,0
20160921,0.312539,0.318675,0.303564,0.303794,156,0,0,0
20160922,0.303806,0.308768,0.252592,0.252723,54002,0,0,0
20160923,0.252745,0.277371,0.241462,0.243237,16845,0,0,0
20160924,0.243321,0.254850,0.213843,0.213843,21740,0,0,0
20160925,0.213843,0.224547,0.192797,0.198994,3075,0,0,0
20160926,0.199118,0.224506,0.193879,0.202491,9657,0,0,0
20160927,0.202473,0.202473,0.179976,0.197913,19806,0,0,0
20160928,0.197915,0.212750,0.184495,0.194798,6354,0,0,0
20160929,0.194845,0.208155,0.175516,0.191738,11050,0,0,0
20160930,0.191685,0.194601,0.180176,0.184939,2032,0,0,0
20161001,0.184979,0.216455,0.184979,0.202293,2748,0,0,0
20161002,0.202302,0.202303,0.177092,0.177279,4178,0,0,0
20161003,0.177613,0.192425,0.177613,0.178713,913,0,0,0
20161004,0.178659,0.185843,0.178659,0.185843,506,0,0,0
20161005,0.185765,0.289548,0.179917,0.289392,1864,0,0,0
20161006,0.289361,0.291334,0.180059,0.180059,2612,0,0,0
20161007,0.179898,0.202840,0.179898,0.202840,5785,0,0,0
20161008,0.202812,0.223037,0.185864,0.205229,31830,0,0,0
