DATE,OPEN,HIGH,LOW,CLOSE,VOL,P,R,RINFO
20160724,0.752345,0.959354,0.737342,0.928814,17769300,0,0,0
20160725,0.931993,0.932862,0.452446,0.602402,9308400,0,0,0
20160726,0.604737,2.85,0.600358,2.55,103066000,0,0,0
20160727,2.46,2.46,1.26,1.60,62645700,0,0,0
20160728,1.56,1.92,1.37,1.73,40291300,0,0,0
20160729,1.71,1.80,1.55,1.64,20745500,0,0,0
20160730,1.66,1.71,1.55,1.57,10061600,0,0,0
20160731,1.57,1.91,1.56,1.80,29167500,0,0,0
20160801,1.79,2.34,1.78,2.34,45924200,0,0,0
20160802,2.36,3.53,2.31,2.76,147855000,0,0,0
20160803,2.78,3.20,2.36,2.60,74184500,0,0,0
20160804,2.59,2.76,2.10,2.34,43516500,0,0,0
20160805,2.35,2.60,2.28,2.59,20254400,0,0,0
20160806,2.59,2.86,2.57,2.70,22874700,0,0,0
20160807,2.70,2.74,2.06,2.15,31153900,0,0,0
20160808,2.16,2.38,2.05,2.19,15781200,0,0,0
20160809,2.17,2.22,1.79,1.95,23612300,0,0,0
20160810,1.94,2.04,1.64,1.71,20082200,0,0,0
20160811,1.72,1.96,1.59,1.85,17263000,0,0,0
20160812,1.84,2.09,1.80,1.85,15418800,0,0,0
20160813,1.86,1.93,1.82,1.87,3822490,0,0,0
20160814,1.87,1.98,1.87,1.93,6985300,0,0,0
20160815,1.93,2.00,1.83,1.86,7282060,0,0,0
20160816,1.87,1.90,1.80,1.86,4062150,0,0,0
20160817,1.86,1.87,1.72,1.74,5087980,0,0,0
20160818,1.74,1.78,1.65,1.69,4469650,0,0,0
20160819,1.68,1.81,1.61,1.79,6186480,0,0,0
20160820,1.78,1.78,1.68,1.74,3315060,0,0,0
20160821,1.75,1.77,1.70,1.72,1866780,0,0,0
20160822,1.73,1.74,1.62,1.67,4757220,0,0,0
20160823,1.67,1.68,1.56,1.60,6292880,0,0,0
20160824,1.61,1.64,1.44,1.44,6191350,0,0,0
