DATE,OPEN,HIGH,LOW,CLOSE,VOL,P,R,RINFO
20140521,2.47,2.65,1.23,1.60,246540,0,0,0
20140522,1.59,2.19,1.36,2.10,132918,0,0,0
20140523,2.05,3.43,2.05,2.96,266852,0,0,0
20140524,2.92,4.01,2.62,3.70,248028,0,0,0
20140525,4.04,4.04,2.80,3.14,283545,0,0,0
20140526,3.22,3.76,2.31,3.02,220148,0,0,0
20140527,3.03,3.03,2.07,2.21,97603,0,0,0
20140528,2.24,2.85,1.91,2.27,177716,0,0,0
20140529,2.21,2.49,1.68,1.68,109157,0,0,0
20140530,1.68,1.87,1.08,1.57,119296,0,0,0
20140531,1.58,2.28,1.41,1.94,117399,0,0,0
20140601,1.94,2.57,1.54,1.74,130602,0,0,0
20140602,1.76,1.94,1.60,1.73,47672,0,0,0
20140603,1.73,2.10,1.65,1.93,91332,0,0,0
20140604,1.93,1.99,1.71,1.81,51886,0,0,0
20140606,1.46,1.51,1.17,1.24,100635,0,0,0
20140607,1.24,1.69,1.21,1.36,44187,0,0,0
20140608,1.36,1.44,1.24,1.34,40634,0,0,0
20140609,1.33,1.64,1.27,1.52,56500,0,0,0
20140610,1.48,2.39,1.31,1.73,182599,0,0,0
20140611,1.72,2.17,1.53,1.62,85735,0,0,0
20140612,1.62,2.17,1.53,1.74,108619,0,0,0
20140613,1.65,1.96,1.62,1.92,84237,0,0,0
20140614,1.93,2.82,1.88,2.34,276919,0,0,0
20140615,2.32,2.75,2.25,2.69,150652,0,0,0
20140616,2.72,3.55,2.62,3.18,438776,0,0,0
20140617,3.15,3.31,2.72,2.82,228445,0,0,0
20140618,2.90,2.98,2.46,2.79,183102,0,0,0
20140619,2.78,3.52,2.68,3.13,283962,0,0,0
20140620,3.17,4.59,3.12,4.56,543764,0,0,0
20140621,4.33,5.85,4.14,5.01,723077,0,0,0
20140622,4.98,5.21,4.02,4.35,491984,0,0,0
20140623,4.28,4.82,3.77,3.98,433301,0,0,0
20140624,3.93,4.07,2.96,3.28,150995,0,0,0
20140625,3.23,3.39,2.63,3.39,217183,0,0,0
20140626,3.28,3.38,2.80,2.89,117740,0,0,0
20140627,2.98,3.00,2.07,2.20,250643,0,0,0
20140628,2.32,2.90,2.25,2.55,184970,0,0,0
20140629,2.55,2.76,2.26,2.54,138511,0,0,0
20140630,2.55,2.70,2.44,2.50,124575,0,0,0
20140701,2.51,2.65,2.34,2.35,98540,0,0,0
20140702,2.34,2.54,2.26,2.31,101095,0,0,0
20140703,2.31,2.82,2.23,2.64,168532,0,0,0
20140704,2.64,3.00,2.54,2.64,148555,0,0,0
20140705,2.64,2.64,2.44,2.47,68525,0,0,0
20140706,2.47,2.48,2.29,2.40,77663,0,0,0
20140707,2.40,2.40,1.95,1.99,111370,0,0,0
20140708,1.98,2.36,1.97,2.35,94993,0,0,0
20140709,2.30,2.31,1.99,2.01,69554,0,0,0
20140710,2.03,2.09,1.86,1.89,89099,0,0,0
20140711,1.86,1.92,1.72,1.79,116666,0,0,0
20140712,1.79,1.94,1.72,1.73,65375,0,0,0
20140713,1.73,1.97,1.46,1.79,122049,0,0,0
20140714,1.79,1.99,1.62,1.97,100284,0,0,0
20140715,1.95,2.20,1.79,2.11,136205,0,0,0
20140716,2.16,2.93,2.05,2.71,353430,0,0,0
20140717,2.71,3.58,2.64,2.98,503684,0,0,0
20140718,3.03,3.29,2.46,2.62,348336,0,0,0
20140719,2.59,3.07,2.54,2.88,169471,0,0,0
20140720,2.88,2.93,2.58,2.63,116853,0,0,0
20140721,2.67,3.14,2.65,3.09,243140,0,0,0
20140722,3.09,3.32,3.01,3.20,262049,0,0,0
20140723,3.20,3.24,2.84,2.91,274946,0,0,0
20140724,2.92,2.97,2.28,2.36,292547,0,0,0
20140725,2.37,2.71,2.31,2.71,182887,0,0,0
20140726,2.70,2.77,2.51,2.62,125320,0,0,0
20140727,2.62,2.65,2.45,2.55,111827,0,0,0
20140728,2.55,2.70,2.42,2.70,141903,0,0,0
20140729,2.70,2.80,2.56,2.62,272756,0,0,0
20140730,2.62,2.63,2.50,2.54,79830,0,0,0
20140731,2.52,2.64,2.49,2.55,111065,0,0,0
20140801,2.57,2.67,2.49,2.67,145177,0,0,0
20140802,2.67,2.73,2.50,2.50,101031,0,0,0
20140803,2.50,2.50,2.25,2.36,144327,0,0,0
20140804,2.36,37.78,1.99,2.01,234647,0,0,0
20140805,2.01,2.20,1.98,2.15,94391,0,0,0
20140806,2.20,2.28,2.13,2.19,76411,0,0,0
20140807,2.19,2.24,2.10,2.14,88304,0,0,0
20140808,2.14,2.21,2.11,2.18,87502,0,0,0
20140809,2.17,2.18,2.08,2.10,72351,0,0,0
20140810,2.05,2.12,1.99,2.06,80847,0,0,0
20140811,2.04,2.17,1.93,2.08,132234,0,0,0
20140812,2.08,2.10,1.97,2.00,114580,0,0,0
20140813,2.00,2.04,1.83,1.90,89506,0,0,0
20140814,1.91,1.92,1.69,1.76,99815,0,0,0
20140815,1.78,1.80,1.52,1.59,182760,0,0,0
20140816,1.59,1.61,1.49,1.60,82703,0,0,0
20140817,1.60,1.65,1.42,1.46,72244,0,0,0
20140818,1.47,1.65,1.34,1.45,108222,0,0,0
20140819,1.45,1.65,1.39,1.65,98273,0,0,0
20140820,1.66,1.96,1.61,1.83,286655,0,0,0
20140821,1.84,1.90,1.78,1.82,141302,0,0,0
20140822,1.82,1.90,1.75,1.78,118268,0,0,0
20140823,1.78,1.86,1.73,1.81,81316,0,0,0
20140824,1.81,1.97,1.81,1.95,113086,0,0,0
20140825,1.95,2.08,1.89,2.05,179315,0,0,0
20140826,2.09,2.10,1.90,2.01,191411,0,0,0
20140827,2.01,2.04,1.94,2.01,125364,0,0,0
20140828,2.00,2.24,2.00,2.21,246829,0,0,0
20140829,2.18,2.28,2.14,2.21,219724,0,0,0
20140830,2.21,2.49,2.19,2.44,270668,0,0,0
20140831,2.43,2.56,2.10,2.17,308396,0,0,0
20140901,2.17,2.28,1.97,2.04,268279,0,0,0
