DATE,OPEN,HIGH,LOW,CLOSE,VOL,P,R,RINFO
20170120,0.162671,0.166808,0.145625,0.145625,5978,0,0,0
20170121,0.145710,0.236289,0.144554,0.174829,12872,0,0,0
20170122,0.174903,0.178088,0.123697,0.128067,526,0,0,0
20170123,0.128182,0.156983,0.126968,0.154695,6921,0,0,0
20170124,0.152959,0.671748,0.134264,0.142972,33237,0,0,0
20170125,0.142849,0.313312,0.142811,0.154217,14945,0,0,0
20170126,0.154363,0.179255,0.147483,0.161915,9966,0,0,0
20170127,0.162051,0.242873,0.151854,0.167880,24828,0,0,0
20170128,0.167891,0.191118,0.167889,0.185115,12342,0,0,0
20170129,0.185211,0.191636,0.178000,0.183409,10832,0,0,0
20170130,0.183540,0.211474,0.183411,0.201773,25986,0,0,0
20170131,0.201900,0.248894,0.192904,0.234476,38955,0,0,0
20170201,0.234603,0.625286,0.234330,0.380666,70857,0,0,0
20170202,0.376986,0.510052,0.374696,0.424510,49021,0,0,0
20170203,0.424369,0.616739,0.423258,0.513246,104851,0,0,0
20170204,0.513954,0.618865,0.511836,0.568446,41471,0,0,0
20170205,0.568783,0.594951,0.465195,0.465195,22814,0,0,0
20170206,0.465675,0.531860,0.445042,0.447002,92361,0,0,0
20170207,0.447859,0.516073,0.422868,0.425400,65544,0,0,0
20170208,0.425789,0.620504,0.425789,0.573734,97396,0,0,0
20170209,0.574614,0.635086,0.529744,0.566729,40765,0,0,0
20170210,0.567441,0.652978,0.546511,0.634202,136220,0,0,0
20170211,0.634346,0.728807,0.621720,0.702202,73165,0,0,0
20170212,0.701552,0.724620,0.693313,0.696708,90321,0,0,0
20170213,0.696483,0.718306,0.615641,0.711195,100391,0,0,0
20170214,0.711982,0.744774,0.665671,0.730306,84926,0,0,0
20170215,0.731512,0.748031,0.721461,0.725943,84565,0,0,0
20170216,0.726066,0.762640,0.725988,0.738451,64234,0,0,0
20170217,0.737502,0.765716,0.711911,0.712135,73305,0,0,0
20170218,0.714177,0.770619,0.712649,0.723435,69567,0,0,0
20170219,0.723668,0.759755,0.718855,0.722082,17807,0,0,0
