DATE,OPEN,HIGH,LOW,CLOSE,VOL,P,R,RINFO
20130804,0.005874,0.005927,0.005874,0.005882,-,0,0,0
20130805,0.005875,0.005980,0.005613,0.005613,-,0,0,0
20130806,0.005637,0.005661,0.004629,0.004680,-,0,0,0
20130807,0.004669,0.004682,0.004333,0.004417,-,0,0,0
20130808,0.004397,0.004424,0.004175,0.004254,-,0,0,0
20130809,0.004257,0.004367,0.004253,0.004291,-,0,0,0
20130810,0.004291,0.004366,0.004279,0.004314,-,0,0,0
20130811,0.004314,0.004421,0.004300,0.004415,-,0,0,0
20130812,0.004414,0.004520,0.004359,0.004449,-,0,0,0
20130813,0.004463,0.004463,0.004171,0.004245,-,0,0,0
20130814,0.004267,0.004267,0.003785,0.003788,-,0,0,0
20130815,0.003788,0.003804,0.003067,0.003092,-,0,0,0
20130816,0.003082,0.003162,0.002875,0.003134,-,0,0,0
20130817,0.003138,0.005684,0.003138,0.005671,-,0,0,0
20130818,0.005687,0.006263,0.005585,0.005617,-,0,0,0
20130819,0.005587,0.005839,0.005223,0.005260,-,0,0,0
20130820,0.005376,0.006158,0.005309,0.006098,-,0,0,0
20130821,0.006098,0.006349,0.005950,0.006131,-,0,0,0
20130822,0.006131,0.006138,0.005143,0.005143,-,0,0,0
20130823,0.005179,0.005232,0.004919,0.005139,-,0,0,0
20130824,0.005139,0.005603,0.005126,0.005546,-,0,0,0
20130825,0.005526,0.006148,0.005519,0.006104,-,0,0,0
20130826,0.006104,0.006507,0.006065,0.006417,-,0,0,0
20130827,0.006468,0.006936,0.006373,0.006452,-,0,0,0
20130828,0.006451,0.006463,0.006066,0.006246,-,0,0,0
20130829,0.006246,0.006246,0.005756,0.005763,-,0,0,0
20130830,0.005760,0.006264,0.005610,0.005930,-,0,0,0
20130831,0.005913,0.006081,0.005576,0.005632,-,0,0,0
20130901,0.005623,0.005872,0.005574,0.005787,-,0,0,0
20130902,0.005799,0.006115,0.005507,0.005528,-,0,0,0
20130903,0.005518,0.005693,0.005405,0.005670,-,0,0,0
20130904,0.005660,0.006276,0.005507,0.005695,-,0,0,0
20130905,0.005696,0.005991,0.005474,0.005715,-,0,0,0
20130906,0.005717,0.006151,0.005627,0.005866,-,0,0,0
20130907,0.005853,0.006270,0.005832,0.006173,-,0,0,0
20130908,0.006172,0.006304,0.006120,0.006183,-,0,0,0
20130909,0.006193,0.006552,0.006079,0.006270,-,0,0,0
20130910,0.006278,0.006332,0.005807,0.005808,-,0,0,0
