DATE,OPEN,HIGH,LOW,CLOSE,VOL,P,R,RINFO
20140214,0.213899,0.378883,0.213899,0.374024,15422,0,0,0
20140215,0.331111,0.354461,0.219434,0.314865,21119,0,0,0
20140216,0.325840,0.459833,0.310345,0.406976,28017,0,0,0
20140217,0.406039,1.50,0.402588,1.45,178618,0,0,0
20140218,1.18,1.50,0.841751,1.04,160779,0,0,0
20140219,1.04,1.21,0.851995,0.941647,60551,0,0,0
20140220,0.941944,1.23,0.894865,1.06,93281,0,0,0
20140221,1.05,1.33,1.02,1.13,83008,0,0,0
20140222,1.12,1.26,0.696502,1.24,101024,0,0,0
20140223,1.15,3.36,0.623443,1.15,115234,0,0,0
20140224,1.18,1.19,0.418532,0.841903,109256,0,0,0
20140225,0.839383,0.839383,0.527474,0.527474,69493,0,0,0
20140226,0.620399,0.739818,0.494515,0.619451,49321,0,0,0
20140227,0.616643,0.742251,0.549852,0.619390,15148,0,0,0
20140228,0.618662,0.625539,0.458697,0.550661,60517,0,0,0
20140301,0.549616,1.07,0.528973,0.937342,252311,0,0,0
20140302,0.936036,1.08,0.815903,1.03,148259,0,0,0
20140303,1.03,4.40,0.935749,1.21,271197,0,0,0
20140304,1.21,1.21,0.970883,0.987557,90550,0,0,0
20140305,0.987192,1.07,0.941151,1.03,93138,0,0,0
20140306,1.03,1.05,0.952003,1.05,68896,0,0,0
20140307,1.06,1.10,0.877912,0.877912,112877,0,0,0
20140308,0.911867,0.953494,0.856860,0.914905,70281,0,0,0
20140309,0.913189,0.958778,0.806353,0.872964,48781,0,0,0
20140310,0.872114,0.912160,0.745242,0.810256,45946,0,0,0
20140311,0.807598,0.922435,0.764712,0.891300,42234,0,0,0
20140312,0.888208,0.953882,0.858214,0.865936,39530,0,0,0
20140313,0.865569,0.895094,0.810772,0.833336,31123,0,0,0
20140314,0.833380,0.846080,0.785160,0.811341,26274,0,0,0
20140315,0.812077,0.816057,0.739031,0.791200,30817,0,0,0
20140316,0.791673,0.800764,0.755205,0.775647,39429,0,0,0
20140317,0.772496,0.821393,0.749368,0.781925,34416,0,0,0
20140318,0.779270,0.780172,0.730293,0.752210,39252,0,0,0
20140319,0.750897,0.768236,0.728004,0.743559,35742,0,0,0
20140320,0.743256,0.755714,0.701852,0.725089,42290,0,0,0
20140321,0.724498,0.751899,0.679063,0.704648,28087,0,0,0
20140322,0.704266,0.718955,0.681694,0.714680,24618,0,0,0
20140323,0.715596,0.728952,0.693478,0.718257,34977,0,0,0
20140324,0.719851,0.892484,0.700397,0.866518,136677,0,0,0
20140325,0.868912,0.900979,0.795766,0.820100,78095,0,0,0
20140326,0.819494,0.870226,0.790430,0.858815,39790,0,0,0
20140327,0.864728,0.865513,0.683500,0.683500,32991,0,0,0
20140328,0.692062,0.774768,0.683257,0.697426,27851,0,0,0
20140329,0.709294,0.728762,0.702573,0.703475,23667,0,0,0
20140330,0.708306,0.710038,0.612809,0.662486,30985,0,0,0
20140331,0.665123,0.686890,0.624873,0.641774,15608,0,0,0
20140401,0.641783,0.747204,0.638385,0.724105,36211,0,0,0
20140402,0.725259,0.740497,0.589991,0.615044,21722,0,0,0
20140403,0.614065,0.666765,0.573639,0.638183,18610,0,0,0
20140404,0.640371,0.662537,0.625280,0.648937,11863,0,0,0
20140405,0.640305,0.703904,0.620445,0.700444,28674,0,0,0
20140406,0.700828,0.723713,0.630182,0.641513,13167,0,0,0
20140407,0.647800,0.649330,0.590722,0.604100,45233,0,0,0
20140408,0.606079,0.628222,0.580698,0.603018,21411,0,0,0
20140409,0.603431,0.616730,0.583104,0.587437,9604,0,0,0
20140410,0.587616,0.591656,0.448960,0.457036,16417,0,0,0
20140411,0.453743,0.576868,0.441314,0.548907,18946,0,0,0
20140412,0.548831,0.591372,0.535384,0.571875,18959,0,0,0
20140413,0.572342,0.576653,0.520363,0.539027,15789,0,0,0
20140414,0.538982,0.601200,0.521968,0.583917,29214,0,0,0
20140415,0.587995,0.653352,0.576325,0.647564,28751,0,0,0
20140416,0.655849,0.687299,0.631659,0.655656,23860,0,0,0
20140417,0.657735,0.669649,0.610727,0.615856,19435,0,0,0
20140418,0.618219,1.03,0.612899,0.789777,293384,0,0,0
20140419,0.794215,0.794215,0.701508,0.736829,57416,0,0,0
20140420,0.747391,0.754119,0.689135,0.722926,30229,0,0,0
20140421,0.722222,0.745336,0.673071,0.708118,29266,0,0,0
20140422,0.707657,0.728795,0.666159,0.722089,72972,0,0,0
20140423,0.722732,1.01,0.713825,0.873071,196373,0,0,0
20140424,0.871977,1.15,0.871977,1.06,329106,0,0,0
20140425,1.06,1.97,1.00,1.69,794049,0,0,0
20140426,1.71,2.41,1.39,1.72,1204200,0,0,0
20140427,1.70,2.00,1.54,1.71,509028,0,0,0
20140428,1.67,1.77,1.62,1.67,198793,0,0,0
20140429,1.67,1.70,1.45,1.64,302458,0,0,0
20140430,1.63,1.66,1.49,1.54,38202,0,0,0
20140501,1.54,1.59,1.47,1.52,232684,0,0,0
20140502,1.51,1.54,1.18,1.35,171901,0,0,0
20140503,1.35,1.35,1.14,1.20,93670,0,0,0
20140504,1.19,1.70,1.16,1.55,275743,0,0,0
20140505,1.56,1.84,1.52,1.67,291678,0,0,0
20140506,1.68,1.71,1.60,1.61,75746,0,0,0
20140507,1.61,1.69,1.56,1.63,100953,0,0,0
20140508,1.61,1.74,1.61,1.65,84669,0,0,0
20140509,1.65,2.33,1.63,2.23,520876,0,0,0
