DATE,OPEN,HIGH,LOW,CLOSE,VOL,P,R,RINFO
20140805,0.002976,0.003387,0.002349,0.002440,30316,0,0,0
20140806,0.002373,0.003402,0.002266,0.002657,35820,0,0,0
20140807,0.002686,0.003042,0.002455,0.002501,142864,0,0,0
20140808,0.002493,0.003243,0.002493,0.002881,93708,0,0,0
20140809,0.002884,0.003710,0.002873,0.003481,233579,0,0,0
20140810,0.003497,0.007620,0.003363,0.004303,352737,0,0,0
20140811,0.004566,0.005065,0.003591,0.003591,479942,0,0,0
20140812,0.003592,0.003679,0.002503,0.002659,345441,0,0,0
20140813,0.002619,0.003215,0.002570,0.002773,256302,0,0,0
20140814,0.002763,0.002850,0.002482,0.002540,169177,0,0,0
20140815,0.002566,0.002610,0.002357,0.002403,135243,0,0,0
20140816,0.002401,0.002532,0.002231,0.002525,116834,0,0,0
20140817,0.002508,0.002545,0.002299,0.002337,61889,0,0,0
20140818,0.002336,0.002368,0.001928,0.002025,104237,0,0,0
20140819,0.002028,0.002224,0.001998,0.002224,66941,0,0,0
20140820,0.002223,0.002521,0.002221,0.002496,96584,0,0,0
20140821,0.002488,0.002624,0.002329,0.002390,76029,0,0,0
20140822,0.002392,0.002408,0.002272,0.002355,50589,0,0,0
20140823,0.002358,0.002388,0.002222,0.002237,43776,0,0,0
20140824,0.002237,0.002293,0.002201,0.002232,37470,0,0,0
20140825,0.002236,0.002242,0.002175,0.002221,38512,0,0,0
20140826,0.002221,0.002338,0.002221,0.002315,99823,0,0,0
20140827,0.002281,0.002328,0.002268,0.002273,60132,0,0,0
20140828,0.002270,0.002316,0.002109,0.002180,90044,0,0,0
20140829,0.002184,0.002257,0.002164,0.002211,43049,0,0,0
20140830,0.002218,0.002240,0.002186,0.002195,39116,0,0,0
20140831,0.002190,0.002215,0.002048,0.002061,22844,0,0,0
20140901,0.002061,0.002098,0.001999,0.002010,27975,0,0,0
20140902,0.002008,0.002034,0.001984,0.001999,23793,0,0,0
20140903,0.001998,0.002101,0.001994,0.002059,36081,0,0,0
20140904,0.002059,0.002177,0.002041,0.002130,58031,0,0,0
20140905,0.002130,0.002134,0.002070,0.002082,26119,0,0,0
20140906,0.002082,0.002107,0.002058,0.002081,31676,0,0,0
20140907,0.002060,0.002114,0.002024,0.002044,34744,0,0,0
