DATE,OPEN,HIGH,LOW,CLOSE,VOL,P,R,RINFO
20171023,479.82,539.72,479.82,500.13,7652060,0,0,0
20171024,498.44,500.75,141.09,142.92,23301700,0,0,0
20171025,143.15,165.80,125.83,137.09,16040700,0,0,0
20171026,137.03,143.64,121.05,136.23,11556600,0,0,0
20171027,137.24,137.98,118.33,120.66,8217860,0,0,0
20171028,120.52,123.43,106.18,115.82,5635800,0,0,0
20171029,115.92,139.26,115.21,139.18,11295300,0,0,0
20171030,138.65,138.65,126.42,132.80,6730380,0,0,0
20171031,133.84,164.55,132.16,156.73,18906800,0,0,0
20171101,157.03,159.76,140.55,144.88,14898100,0,0,0
20171102,144.90,147.03,122.97,127.51,12020600,0,0,0
20171103,126.35,137.29,123.55,131.76,8035790,0,0,0
20171104,131.60,144.41,128.28,142.17,9145650,0,0,0
20171105,141.79,175.96,140.00,165.76,16915700,0,0,0
20171106,165.49,170.19,148.12,148.77,10901900,0,0,0
20171107,149.25,159.22,149.25,153.35,7219510,0,0,0
20171108,153.13,159.34,135.21,139.39,12513700,0,0,0
20171109,140.51,156.66,138.23,156.66,13140500,0,0,0
20171110,157.49,213.40,155.39,213.40,36198500,0,0,0
20171111,213.12,509.81,213.12,427.13,187191000,0,0,0
20171112,421.75,465.62,281.55,282.41,90339900,0,0,0
20171113,277.00,307.26,218.34,249.22,45916500,0,0,0
20171114,253.22,253.22,154.05,159.94,39340400,0,0,0
20171115,160.54,187.28,151.47,161.69,30094100,0,0,0
20171116,161.87,181.33,136.40,140.78,27949200,0,0,0
20171117,138.75,165.94,133.05,152.02,24935100,0,0,0
20171118,153.07,172.45,151.79,155.73,24642900,0,0,0
20171119,154.91,155.55,133.96,135.69,19503400,0,0,0
20171120,135.20,247.10,105.79,236.37,93826900,0,0,0
20171121,250.85,364.78,201.90,267.21,370782000,0,0,0
20171122,264.18,275.05,232.92,241.72,111451000,0,0,0
20171123,241.97,299.89,241.97,293.61,154038000,0,0,0
20171124,295.75,413.74,284.26,394.22,537472000,0,0,0
20171125,394.04,394.04,339.10,356.04,208662000,0,0,0
20171126,355.72,366.79,334.74,366.79,141228000,0,0,0
20171127,370.18,387.88,353.67,359.25,129160000,0,0,0
20171128,359.36,360.12,325.56,329.78,101004000,0,0,0
20171129,329.40,360.75,287.73,295.41,252313000,0,0,0
20171130,294.33,323.56,269.03,304.63,151331000,0,0,0
20171201,304.34,315.75,288.14,311.64,134598000,0,0,0
20171202,311.51,315.05,295.88,299.07,88196700,0,0,0
20171203,298.84,347.78,294.44,320.66,252844000,0,0,0
20171204,322.01,339.83,316.34,328.38,130453000,0,0,0
20171205,329.47,329.47,303.18,304.69,113206000,0,0,0
20171206,305.66,305.93,270.91,279.89,156602000,0,0,0
20171207,279.03,279.76,250.23,251.64,137885000,0,0,0
20171208,253.71,278.26,248.08,261.16,178502000,0,0,0
20171209,260.84,263.10,230.10,243.10,105017000,0,0,0
20171210,244.97,245.99,195.87,228.87,140891000,0,0,0
20171211,229.33,288.68,229.19,254.45,265127000,0,0,0
20171212,254.35,294.19,251.87,275.44,205849000,0,0,0
20171213,276.11,285.06,254.10,271.45,221863000,0,0,0
20171214,271.43,352.55,270.45,316.95,467875000,0,0,0
20171215,316.87,316.87,277.86,297.84,175999000,0,0,0
20171216,297.06,313.00,292.14,296.40,136415000,0,0,0
20171217,297.61,306.58,294.50,300.49,120807000,0,0,0
20171218,300.00,332.56,281.70,319.53,313797000,0,0,0
20171219,319.81,367.33,316.07,355.18,413363000,0,0,0
20171220,354.38,488.57,348.56,453.45,983169000,0,0,0
20171221,449.75,460.87,369.17,406.77,352178000,0,0,0
20171222,416.44,416.75,259.88,305.73,313313000,0,0,0
20171223,308.76,354.89,306.00,334.56,217778000,0,0,0
20171224,334.55,334.55,289.77,305.22,144898000,0,0,0
20171225,307.49,312.00,295.27,309.33,104619000,0,0,0
20171226,305.83,316.28,299.03,307.29,110025000,0,0,0
20171227,307.59,330.97,300.93,317.88,135077000,0,0,0
20171228,318.78,318.78,274.29,284.34,134169000,0,0,0
20171229,285.77,291.30,267.74,280.58,114615000,0,0,0
20171230,281.12,281.62,248.57,251.51,96001300,0,0,0
20171231,250.12,267.88,249.06,261.72,78952100,0,0,0
20180101,261.63,297.17,255.76,272.90,143836000,0,0,0
20180102,275.42,284.96,270.83,277.08,117571000,0,0,0
20180103,276.12,281.97,267.18,270.24,106643000,0,0,0
20180104,272.43,280.12,258.89,273.76,136988000,0,0,0
20180105,274.58,294.79,266.55,277.44,175165000,0,0,0
20180106,277.45,300.38,273.82,300.38,172099000,0,0,0
20180107,299.60,335.84,292.49,302.25,203684000,0,0,0
20180108,302.28,307.44,217.72,239.55,164036000,0,0,0
20180109,239.06,252.67,227.77,240.90,152475000,0,0,0
20180110,240.88,243.36,223.43,243.36,131618000,0,0,0
20180111,242.69,243.88,206.56,210.93,122452000,0,0,0
20180112,211.64,224.58,207.13,220.55,113420000,0,0,0
20180113,220.42,366.11,220.10,330.13,1160490000,0,0,0
20180114,339.06,382.88,272.10,275.86,851848000,0,0,0
20180115,276.37,332.56,264.70,267.68,1689000000,0,0,0
20180116,266.35,266.35,151.42,190.11,439330000,0,0,0
20180117,189.88,209.35,146.95,186.12,347983000,0,0,0
20180118,186.79,208.26,181.69,195.40,248325000,0,0,0
20180119,193.12,242.02,191.80,217.95,667274000,0,0,0
20180120,219.16,237.61,213.79,231.13,288869000,0,0,0
20180121,230.64,230.64,193.28,198.44,182217000,0,0,0
20180122,200.12,220.93,175.45,190.33,222920000,0,0,0
20180123,189.89,200.25,174.54,188.76,104756000,0,0,0
20180124,189.04,201.15,184.05,190.79,89823400,0,0,0
20180125,193.06,195.91,182.91,187.04,65369400,0,0,0
20180126,186.69,194.84,170.06,180.85,90095700,0,0,0
20180127,181.63,185.68,177.38,185.46,55528300,0,0,0
20180128,186.81,195.62,186.22,189.16,130075000,0,0,0
20180129,188.89,193.03,178.63,181.59,49388600,0,0,0
20180130,182.33,182.33,158.49,159.13,47888900,0,0,0
20180131,158.34,159.12,146.50,156.96,56636600,0,0,0
20180201,156.89,158.49,122.87,127.57,51720700,0,0,0
20180202,127.89,127.89,89.15,110.22,84321300,0,0,0
20180203,110.16,116.97,97.99,114.48,42576100,0,0,0
20180204,113.64,121.31,99.12,100.56,52606600,0,0,0
20180205,100.92,102.27,81.60,84.62,33394900,0,0,0
20180206,85.27,94.24,72.12,92.99,47319600,0,0,0
20180207,92.59,98.43,84.76,87.55,35079700,0,0,0
