DATE,OPEN,HIGH,LOW,CLOSE,VOL,P,R,RINFO
20170723,555.89,578.97,411.78,413.06,85013,0,0,0
20170724,412.58,578.89,409.21,440.70,190952,0,0,0
20170725,441.35,541.66,338.09,406.90,524908,0,0,0
20170726,407.08,486.16,321.79,365.82,1784640,0,0,0
20170727,417.10,460.97,367.78,385.48,533207,0,0,0
20170728,386.65,465.18,217.06,406.05,1230160,0,0,0
20170729,410.56,423.73,323.73,384.77,737815,0,0,0
20170730,385.14,385.14,316.25,345.66,606695,0,0,0
20170731,346.36,347.82,266.19,294.46,1075960,0,0,0
20170801,294.60,426.11,210.38,380.01,65988800,0,0,0
20170802,382.38,756.93,309.33,452.66,416207000,0,0,0
20170803,448.49,519.28,364.05,364.05,161518000,0,0,0
20170804,362.18,386.93,233.05,233.05,185038000,0,0,0
20170805,231.11,273.04,200.98,213.15,144043000,0,0,0
20170806,212.18,223.70,203.44,220.66,107606000,0,0,0
20170807,223.76,373.87,223.76,319.69,346546000,0,0,0
20170808,321.35,386.29,309.61,345.49,274880000,0,0,0
20170809,345.28,349.32,298.61,303.89,165032000,0,0,0
20170810,305.21,311.68,274.68,275.95,136637000,0,0,0
20170811,275.88,351.16,275.02,328.24,233971000,0,0,0
20170812,327.82,341.85,313.70,317.09,126007000,0,0,0
20170813,316.29,317.47,298.05,298.05,120722000,0,0,0
20170814,296.10,327.39,293.50,297.68,174968000,0,0,0
20170815,298.19,306.52,292.88,297.86,133924000,0,0,0
20170816,297.97,307.62,290.21,300.21,106436000,0,0,0
20170817,301.02,460.53,293.10,460.53,744605000,0,0,0
20170818,458.67,764.07,458.67,690.24,3087490000,0,0,0
20170819,697.04,1091.97,625.16,754.56,3196230000,0,0,0
20170820,772.42,858.96,683.94,712.87,1494020000,0,0,0
20170821,723.70,756.59,573.47,599.63,1123400000,0,0,0
20170822,596.19,734.88,570.27,690.88,1393260000,0,0,0
20170823,690.96,715.67,651.32,669.40,501983000,0,0,0
20170824,670.03,697.32,617.31,628.11,407177000,0,0,0
20170825,627.06,665.41,624.30,641.05,348632000,0,0,0
20170826,641.88,646.93,622.36,625.32,193414000,0,0,0
20170827,625.89,654.87,589.63,620.90,402718000,0,0,0
20170828,619.70,626.88,595.52,596.18,216273000,0,0,0
20170829,596.13,599.30,528.32,552.93,370017000,0,0,0
20170830,549.32,604.69,535.92,575.21,443856000,0,0,0
20170831,576.25,603.69,572.14,588.17,298144000,0,0,0
20170901,588.40,645.52,586.73,622.17,393839000,0,0,0
20170902,621.96,642.05,560.58,575.90,350478000,0,0,0
20170903,578.27,617.41,563.59,607.43,344862000,0,0,0
20170904,608.26,608.26,500.75,517.24,328957000,0,0,0
20170905,514.90,550.95,458.78,541.71,338978000,0,0,0
20170906,541.28,642.69,539.96,638.18,693240000,0,0,0
20170907,636.85,707.98,603.50,652.86,1082380000,0,0,0
20170908,654.37,687.30,557.50,583.10,809763000,0,0,0
20170909,584.73,586.18,539.15,547.47,234578000,0,0,0
20170910,546.48,546.75,484.09,537.07,289508000,0,0,0
20170911,537.19,556.25,515.67,537.81,274712000,0,0,0
20170912,539.03,559.22,505.01,510.41,273825000,0,0,0
20170913,509.47,519.20,471.22,503.61,340344000,0,0,0
20170914,504.22,510.47,367.04,367.04,257431000,0,0,0
20170915,369.49,448.39,301.69,424.02,707231000,0,0,0
20170916,424.49,450.98,388.20,440.22,313583000,0,0,0
20170917,438.90,438.90,384.06,419.86,221828000,0,0,0
20170918,422.09,479.69,422.09,479.32,458550000,0,0,0
20170919,480.64,550.41,450.05,527.88,802321000,0,0,0
20170920,526.74,527.72,471.09,476.05,669264000,0,0,0
20170921,475.83,480.00,413.75,416.26,316731000,0,0,0
20170922,417.92,435.44,402.77,415.09,241905000,0,0,0
20170923,415.31,432.96,407.45,428.50,189127000,0,0,0
20170924,428.80,433.04,419.25,421.03,114527000,0,0,0
20170925,419.65,450.13,419.65,445.80,302272000,0,0,0
20170926,445.36,458.25,441.83,441.83,165303000,0,0,0
20170927,441.86,460.00,439.41,457.31,197885000,0,0,0
20170928,456.71,465.20,433.50,447.81,300421000,0,0,0
20170929,447.66,447.92,426.99,436.77,148725000,0,0,0
20170930,436.64,445.62,432.53,432.63,150565000,0,0,0
20171001,433.38,436.94,415.15,415.15,164290000,0,0,0
20171002,415.87,430.86,411.84,421.19,219590000,0,0,0
20171003,421.79,421.79,395.74,404.18,130247000,0,0,0
20171004,404.20,404.45,354.55,358.45,251584000,0,0,0
20171005,358.42,371.19,348.45,355.75,268341000,0,0,0
20171006,355.44,371.28,354.96,363.01,182031000,0,0,0
20171007,363.60,364.88,356.06,360.78,91004000,0,0,0
20171008,360.09,362.46,337.00,342.21,203754000,0,0,0
20171009,342.76,342.76,289.04,314.16,288075000,0,0,0
