DATE,OPEN,HIGH,LOW,CLOSE,VOL,P,R,RINFO
20171023,479.82,539.72,479.82,500.13,7652060,0,0,0
20171024,498.44,500.75,141.09,142.92,23301700,0,0,0
20171025,143.15,165.80,125.83,137.09,16040700,0,0,0
20171026,137.03,143.64,121.05,136.23,11556600,0,0,0
20171027,137.24,137.98,118.33,120.66,8217860,0,0,0
20171028,120.52,123.43,106.18,115.82,5635800,0,0,0
20171029,115.92,139.26,115.21,139.18,11295300,0,0,0
20171030,138.65,138.65,126.42,132.80,6730380,0,0,0
20171031,133.84,164.55,132.16,156.73,18906800,0,0,0
20171101,157.03,159.76,140.55,144.88,14898100,0,0,0
20171102,144.90,147.03,122.97,127.51,12020600,0,0,0
20171103,126.35,137.29,123.55,131.76,8035790,0,0,0
20171104,131.60,144.41,128.28,142.17,9145650,0,0,0
20171105,141.79,175.96,140.00,165.76,16915700,0,0,0
20171106,165.49,170.19,148.12,148.77,10901900,0,0,0
20171107,149.25,159.22,149.25,153.35,7219510,0,0,0
20171108,153.13,159.34,135.21,139.39,12513700,0,0,0
20171109,140.51,156.66,138.23,156.66,13140500,0,0,0
20171110,157.49,213.40,155.39,213.40,36198500,0,0,0
20171111,213.12,509.81,213.12,427.13,187191000,0,0,0
20171112,421.75,465.62,281.55,282.41,90339900,0,0,0
20171113,277.00,307.26,218.34,249.22,45916500,0,0,0
20171114,253.22,253.22,154.05,159.94,39340400,0,0,0
20171115,160.54,187.28,151.47,161.69,30094100,0,0,0
20171116,161.87,181.33,136.40,140.78,27949200,0,0,0
20171117,138.75,165.94,133.05,152.02,24935100,0,0,0
20171118,153.07,172.45,151.79,155.73,24642900,0,0,0
20171119,154.91,155.55,133.96,135.69,19503400,0,0,0
20171120,135.20,247.10,105.79,236.37,93826900,0,0,0
20171121,250.85,364.78,201.90,267.21,370782000,0,0,0
20171122,264.18,275.05,232.92,241.72,111451000,0,0,0
20171123,241.97,299.89,241.97,293.61,154038000,0,0,0
20171124,295.75,413.74,284.26,394.22,537472000,0,0,0
20171125,394.04,394.04,339.10,356.04,208662000,0,0,0
20171126,355.72,366.79,334.74,366.79,141228000,0,0,0
20171127,370.18,387.88,353.67,359.25,129160000,0,0,0
20171128,359.36,360.12,325.56,329.78,101004000,0,0,0
20171129,329.40,360.75,287.73,295.41,252313000,0,0,0
20171130,294.33,323.56,269.03,304.63,151331000,0,0,0
20171201,304.34,315.75,288.14,311.64,134598000,0,0,0
20171202,311.51,315.05,295.88,299.07,88196700,0,0,0
20171203,298.84,347.78,294.44,320.66,252844000,0,0,0
